,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
18218,Female,Loyal Customer,46,Business travel,Business,1050,3,3,3,3,4,4,4,4,4,4,4,3,4,5,64,71.0,satisfied
18219,Male,Loyal Customer,44,Personal Travel,Eco Plus,1521,3,5,4,4,3,4,3,3,4,4,3,5,5,3,3,9.0,neutral or dissatisfied
18220,Female,Loyal Customer,28,Business travel,Business,936,2,2,2,2,5,5,5,5,5,5,5,4,4,5,0,0.0,satisfied
18221,Male,Loyal Customer,54,Business travel,Business,2139,5,5,5,5,5,5,4,2,2,2,2,3,2,4,107,104.0,satisfied
18222,Male,Loyal Customer,45,Business travel,Business,632,4,4,2,4,2,5,5,3,3,3,3,3,3,4,0,0.0,satisfied
18223,Male,Loyal Customer,52,Business travel,Business,2287,2,5,5,5,1,2,2,2,2,2,2,3,2,4,0,0.0,neutral or dissatisfied
18224,Female,Loyal Customer,42,Business travel,Business,3010,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0.0,satisfied
18225,Male,Loyal Customer,39,Personal Travel,Eco,67,3,4,0,2,2,0,5,2,3,2,5,5,5,2,19,20.0,neutral or dissatisfied
18226,Female,Loyal Customer,20,Business travel,Business,654,3,3,3,3,3,3,3,3,2,1,2,2,3,3,25,28.0,satisfied
18227,Male,Loyal Customer,68,Personal Travel,Eco Plus,997,3,5,3,5,2,3,1,2,3,3,4,4,5,2,0,23.0,neutral or dissatisfied
18228,Male,Loyal Customer,19,Personal Travel,Eco,616,1,1,1,3,1,1,1,1,4,5,3,1,3,1,0,0.0,neutral or dissatisfied
18229,Female,Loyal Customer,33,Business travel,Business,3954,4,4,4,4,1,2,3,3,3,3,3,2,3,2,0,16.0,satisfied
18230,Female,Loyal Customer,42,Business travel,Business,594,5,5,5,5,3,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
18231,Female,Loyal Customer,46,Business travel,Business,174,0,4,0,4,5,4,4,3,3,3,3,3,3,1,0,0.0,satisfied
18232,Male,Loyal Customer,26,Personal Travel,Eco,888,2,4,2,4,3,2,3,3,4,4,5,4,5,3,17,10.0,neutral or dissatisfied
18233,Female,Loyal Customer,44,Business travel,Business,696,3,3,3,3,3,2,2,3,3,3,3,4,3,1,10,7.0,neutral or dissatisfied
18234,Male,Loyal Customer,35,Business travel,Eco Plus,2106,2,3,3,3,2,2,2,2,3,1,4,3,3,2,21,0.0,neutral or dissatisfied
18235,Female,Loyal Customer,21,Business travel,Business,1839,2,2,2,2,3,4,3,3,4,4,4,4,4,3,0,26.0,satisfied
18236,Female,Loyal Customer,52,Business travel,Business,1553,4,4,4,4,5,1,3,3,3,3,3,2,3,3,0,10.0,satisfied
18237,Female,disloyal Customer,43,Business travel,Business,602,3,3,3,4,5,3,5,5,4,5,5,3,4,5,0,4.0,neutral or dissatisfied
18238,Male,Loyal Customer,44,Business travel,Business,3916,2,2,2,2,2,5,5,1,1,2,1,4,1,5,0,1.0,satisfied
18239,Female,Loyal Customer,28,Personal Travel,Eco,975,3,4,3,4,3,3,1,3,2,4,2,4,4,3,16,12.0,neutral or dissatisfied
18240,Male,Loyal Customer,31,Business travel,Eco,2342,2,4,4,4,2,2,2,3,1,3,3,2,4,2,3,27.0,neutral or dissatisfied
18241,Male,Loyal Customer,46,Business travel,Eco,334,3,1,1,1,3,3,3,3,3,3,4,2,4,3,0,0.0,neutral or dissatisfied
18242,Female,Loyal Customer,31,Business travel,Eco Plus,2277,5,1,1,1,5,5,5,5,5,1,4,2,2,5,0,0.0,satisfied
18243,Female,Loyal Customer,51,Business travel,Business,2147,2,2,2,2,5,4,5,5,5,5,5,5,5,3,25,3.0,satisfied
18244,Female,Loyal Customer,56,Personal Travel,Eco,2133,2,1,2,3,4,2,2,4,4,2,4,1,4,1,0,0.0,neutral or dissatisfied
18245,Female,Loyal Customer,54,Business travel,Business,590,2,4,2,2,5,5,4,4,4,5,4,4,4,5,6,50.0,satisfied
18246,Male,Loyal Customer,31,Business travel,Business,3935,5,5,5,5,4,4,4,4,4,1,2,2,5,4,55,48.0,satisfied
18247,Male,Loyal Customer,28,Business travel,Eco,936,1,2,2,2,1,1,1,1,3,3,3,1,2,1,0,0.0,neutral or dissatisfied
18248,Male,Loyal Customer,48,Business travel,Eco,387,5,1,1,1,5,5,5,5,3,1,1,1,3,5,0,0.0,satisfied
18249,Male,disloyal Customer,29,Business travel,Eco,771,1,1,1,1,5,1,3,5,2,5,2,1,1,5,83,76.0,neutral or dissatisfied
18250,Female,Loyal Customer,45,Business travel,Business,3575,0,0,0,1,5,2,2,4,4,4,2,1,4,4,12,23.0,satisfied
18251,Male,disloyal Customer,68,Business travel,Eco,238,3,1,3,4,4,3,4,4,2,5,4,2,4,4,0,0.0,neutral or dissatisfied
18252,Female,Loyal Customer,67,Personal Travel,Eco,1379,4,4,3,4,2,5,4,2,2,3,2,3,2,5,0,0.0,neutral or dissatisfied
18253,Male,Loyal Customer,54,Business travel,Business,589,3,1,5,1,2,4,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
18254,Female,Loyal Customer,29,Personal Travel,Eco,971,2,2,2,3,4,2,4,4,1,2,3,4,3,4,1,0.0,neutral or dissatisfied
18255,Female,Loyal Customer,47,Business travel,Eco,209,5,4,3,4,4,5,1,5,5,5,5,1,5,1,0,0.0,satisfied
18256,Male,disloyal Customer,23,Business travel,Business,251,0,0,0,3,4,0,4,4,4,3,4,5,4,4,33,20.0,satisfied
18257,Male,Loyal Customer,54,Personal Travel,Eco,667,1,2,1,3,3,1,4,3,1,2,3,1,4,3,3,0.0,neutral or dissatisfied
18258,Female,Loyal Customer,17,Personal Travel,Eco,270,4,5,4,4,1,4,1,1,5,5,4,5,5,1,4,0.0,satisfied
18259,Male,Loyal Customer,11,Business travel,Business,1475,3,3,3,3,5,5,5,5,5,3,4,5,4,5,46,23.0,satisfied
18260,Male,disloyal Customer,35,Business travel,Eco,900,1,1,1,2,3,1,3,3,2,5,2,3,2,3,1,20.0,neutral or dissatisfied
18261,Female,Loyal Customer,33,Personal Travel,Eco,944,3,2,3,4,2,3,2,2,3,1,3,3,3,2,0,5.0,neutral or dissatisfied
18262,Male,Loyal Customer,47,Personal Travel,Eco,265,2,3,2,3,2,2,2,2,1,2,3,4,2,2,0,0.0,neutral or dissatisfied
18263,Male,Loyal Customer,36,Business travel,Business,2711,4,4,4,4,3,4,4,5,5,5,5,4,5,5,2,0.0,satisfied
18264,Female,Loyal Customer,70,Personal Travel,Eco,189,1,4,1,3,2,5,5,3,3,1,3,4,3,3,43,44.0,neutral or dissatisfied
18265,Female,disloyal Customer,21,Business travel,Eco,262,1,1,1,3,3,1,3,3,4,3,3,1,4,3,0,0.0,neutral or dissatisfied
18266,Female,disloyal Customer,25,Business travel,Business,1299,3,0,3,3,1,3,1,1,3,5,5,3,4,1,109,74.0,neutral or dissatisfied
18267,Male,Loyal Customer,39,Personal Travel,Eco Plus,226,3,4,0,1,4,0,4,4,5,3,4,3,4,4,0,0.0,neutral or dissatisfied
18268,Male,Loyal Customer,39,Business travel,Business,3717,5,5,5,5,5,5,5,5,5,5,5,3,5,5,0,0.0,satisfied
18269,Female,disloyal Customer,27,Business travel,Business,229,2,2,2,4,3,2,3,3,3,2,5,4,5,3,0,0.0,neutral or dissatisfied
18270,Female,Loyal Customer,39,Business travel,Business,1188,5,5,5,5,5,4,4,4,4,4,4,5,4,5,0,0.0,satisfied
18271,Male,Loyal Customer,44,Business travel,Eco,119,4,1,1,1,4,4,4,4,4,3,3,5,1,4,15,0.0,satisfied
18272,Male,disloyal Customer,26,Business travel,Business,2296,3,3,3,1,5,3,5,5,5,2,5,3,5,5,9,3.0,neutral or dissatisfied
18273,Female,disloyal Customer,41,Business travel,Business,74,4,5,5,2,4,5,4,4,1,5,4,3,2,4,0,0.0,satisfied
18274,Male,Loyal Customer,42,Business travel,Business,3170,1,1,1,1,2,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
18275,Female,Loyal Customer,45,Business travel,Business,507,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0.0,satisfied
18276,Male,Loyal Customer,42,Business travel,Business,901,4,4,3,4,4,4,1,2,2,3,2,2,2,3,14,0.0,satisfied
18277,Female,Loyal Customer,35,Personal Travel,Eco,425,3,2,3,3,1,3,1,1,1,3,3,1,3,1,2,0.0,neutral or dissatisfied
18278,Female,Loyal Customer,35,Business travel,Business,3805,3,3,3,3,4,5,5,3,3,4,4,4,3,3,0,0.0,satisfied
18279,Male,Loyal Customer,44,Business travel,Business,1559,1,1,1,1,2,4,5,3,3,4,3,4,3,4,12,9.0,satisfied
18280,Female,Loyal Customer,44,Business travel,Business,3594,3,3,3,3,4,4,5,5,5,5,5,4,5,4,7,13.0,satisfied
18281,Male,Loyal Customer,58,Business travel,Business,3400,1,1,1,1,2,4,5,4,4,5,4,3,4,4,19,7.0,satisfied
18282,Female,disloyal Customer,35,Business travel,Eco,762,2,2,2,4,2,2,2,2,3,1,3,1,3,2,3,0.0,neutral or dissatisfied
18283,Male,Loyal Customer,70,Personal Travel,Eco Plus,677,3,4,3,2,2,3,2,2,5,5,5,4,4,2,29,16.0,neutral or dissatisfied
18284,Male,Loyal Customer,41,Personal Travel,Eco,842,4,4,4,2,4,4,4,4,1,5,5,4,1,4,13,0.0,neutral or dissatisfied
18285,Male,Loyal Customer,46,Business travel,Business,3889,5,3,5,5,5,5,4,5,5,5,5,4,5,5,13,2.0,satisfied
18286,Female,Loyal Customer,39,Business travel,Eco,67,3,2,2,2,3,3,3,3,4,2,4,4,3,3,35,26.0,neutral or dissatisfied
18287,Male,Loyal Customer,45,Personal Travel,Eco,468,3,4,3,1,1,3,1,1,3,4,4,4,5,1,110,116.0,neutral or dissatisfied
18288,Male,Loyal Customer,41,Business travel,Business,329,5,5,5,5,1,1,5,4,4,4,4,4,4,2,0,0.0,satisfied
18289,Male,disloyal Customer,25,Business travel,Eco,1237,4,4,4,2,5,4,3,5,3,2,4,1,3,5,0,0.0,satisfied
18290,Female,Loyal Customer,35,Business travel,Business,2458,4,4,4,4,2,3,3,3,3,4,3,1,3,4,0,0.0,satisfied
18291,Male,Loyal Customer,24,Business travel,Business,3902,2,1,1,1,2,2,2,2,2,2,4,1,3,2,0,0.0,neutral or dissatisfied
18292,Female,Loyal Customer,53,Business travel,Eco,493,5,1,1,1,1,1,5,4,4,5,4,1,4,2,2,6.0,satisfied
18293,Female,disloyal Customer,24,Business travel,Eco,224,2,2,3,3,5,3,5,5,3,1,4,3,4,5,4,14.0,neutral or dissatisfied
18294,Male,Loyal Customer,42,Business travel,Business,328,1,1,1,1,3,5,4,4,4,4,4,4,4,3,28,20.0,satisfied
18295,Female,Loyal Customer,46,Personal Travel,Eco,983,2,4,2,3,5,4,4,1,1,2,5,3,1,3,8,36.0,neutral or dissatisfied
18296,Male,Loyal Customer,43,Business travel,Business,411,2,5,5,5,5,4,4,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
18297,Female,Loyal Customer,66,Business travel,Business,2327,1,1,1,1,3,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
18298,Female,Loyal Customer,47,Business travel,Business,1438,2,1,1,1,5,4,3,2,2,2,2,4,2,3,10,7.0,neutral or dissatisfied
18299,Male,disloyal Customer,27,Business travel,Business,1111,2,3,3,4,5,3,5,5,2,5,3,3,4,5,0,0.0,neutral or dissatisfied
18300,Male,Loyal Customer,53,Business travel,Business,1856,5,5,5,5,5,5,5,5,5,5,5,3,5,4,9,0.0,satisfied
18301,Female,Loyal Customer,53,Business travel,Business,409,1,1,1,1,5,5,5,5,5,5,5,3,5,4,12,3.0,satisfied
18302,Female,Loyal Customer,46,Business travel,Business,645,3,4,4,4,1,4,3,3,3,3,3,2,3,1,0,15.0,neutral or dissatisfied
18303,Male,disloyal Customer,26,Business travel,Eco,750,2,2,2,3,1,2,1,1,4,1,1,2,3,1,0,0.0,neutral or dissatisfied
18304,Female,Loyal Customer,40,Business travel,Business,1900,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
18305,Female,Loyal Customer,50,Business travel,Eco,447,3,1,1,1,4,4,4,4,4,3,4,3,4,1,11,0.0,satisfied
18306,Male,Loyal Customer,25,Business travel,Business,1400,1,3,3,3,1,1,1,1,2,1,2,3,2,1,0,0.0,neutral or dissatisfied
18307,Female,Loyal Customer,58,Business travel,Business,2351,2,2,2,2,2,4,5,4,4,4,5,3,4,5,0,0.0,satisfied
18308,Male,Loyal Customer,37,Business travel,Eco,247,2,1,1,1,2,2,2,2,4,3,4,3,3,2,0,0.0,neutral or dissatisfied
18309,Female,Loyal Customer,44,Business travel,Business,3407,4,4,4,4,4,4,4,4,4,4,4,3,4,4,0,0.0,satisfied
18310,Female,Loyal Customer,29,Personal Travel,Eco,1055,2,4,2,1,1,2,1,1,4,4,4,4,4,1,8,0.0,neutral or dissatisfied
18311,Female,Loyal Customer,52,Business travel,Business,3758,4,2,2,2,1,2,2,4,4,4,4,3,4,3,0,7.0,neutral or dissatisfied
18312,Male,Loyal Customer,64,Personal Travel,Eco,1199,2,3,2,4,1,2,1,1,4,1,4,2,4,1,2,6.0,neutral or dissatisfied
18313,Male,Loyal Customer,47,Business travel,Business,159,2,5,5,5,5,4,4,2,2,2,2,1,2,4,0,0.0,neutral or dissatisfied
18314,Male,Loyal Customer,40,Business travel,Business,1127,2,5,5,5,4,4,4,2,2,2,2,4,2,3,41,65.0,neutral or dissatisfied
18315,Female,Loyal Customer,41,Business travel,Business,3007,4,4,4,4,4,4,4,4,3,5,4,4,3,4,144,135.0,satisfied
18316,Female,Loyal Customer,31,Business travel,Business,3593,5,5,5,5,5,5,5,5,3,4,4,4,5,5,0,0.0,satisfied
18317,Male,Loyal Customer,29,Business travel,Business,980,4,4,2,4,5,5,5,5,3,2,5,4,4,5,0,0.0,satisfied
18318,Female,Loyal Customer,44,Business travel,Business,258,3,3,3,3,5,5,5,4,4,4,4,4,4,5,23,20.0,satisfied
18319,Male,Loyal Customer,49,Business travel,Business,717,3,2,2,2,4,3,3,3,3,2,3,1,3,4,7,0.0,neutral or dissatisfied
18320,Male,Loyal Customer,32,Personal Travel,Eco,649,3,2,3,4,1,3,1,1,4,5,4,1,4,1,0,0.0,neutral or dissatisfied
18321,Male,Loyal Customer,68,Personal Travel,Eco Plus,1506,1,5,0,1,1,0,1,1,3,1,2,4,5,1,8,6.0,neutral or dissatisfied
18322,Male,Loyal Customer,48,Business travel,Business,733,4,4,4,4,2,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
18323,Male,Loyal Customer,44,Business travel,Business,1730,2,2,2,2,4,5,5,3,3,4,3,5,3,4,0,0.0,satisfied
18324,Female,Loyal Customer,66,Personal Travel,Eco,260,3,0,0,2,3,4,3,1,1,0,1,5,1,1,0,25.0,neutral or dissatisfied
18325,Male,Loyal Customer,36,Business travel,Business,2740,2,5,5,5,1,4,3,1,1,1,2,1,1,2,0,0.0,neutral or dissatisfied
18326,Female,Loyal Customer,30,Business travel,Business,3468,3,5,5,5,3,2,3,3,1,1,3,3,4,3,4,9.0,neutral or dissatisfied
18327,Female,disloyal Customer,17,Business travel,Eco,1091,5,5,5,2,5,3,3,5,2,5,4,3,3,3,0,7.0,satisfied
18328,Female,Loyal Customer,62,Personal Travel,Eco,250,3,5,3,2,2,5,4,3,3,3,3,4,3,5,0,0.0,neutral or dissatisfied
18329,Female,Loyal Customer,33,Business travel,Business,2304,5,5,5,5,4,3,1,4,4,5,4,2,4,2,16,10.0,satisfied
18330,Male,Loyal Customer,68,Personal Travel,Eco,646,3,3,2,4,3,2,3,3,1,1,1,2,1,3,80,82.0,neutral or dissatisfied
18331,Male,Loyal Customer,39,Business travel,Eco,337,3,3,3,3,3,3,3,3,3,4,4,3,4,3,59,53.0,neutral or dissatisfied
18332,Female,Loyal Customer,46,Business travel,Business,551,4,4,4,4,5,4,4,4,4,4,4,3,4,5,0,4.0,satisfied
18333,Female,disloyal Customer,50,Business travel,Eco,581,1,1,1,2,3,1,3,3,3,2,3,1,3,3,0,0.0,neutral or dissatisfied
18334,Male,disloyal Customer,28,Business travel,Eco,250,2,0,2,1,4,2,4,4,3,3,2,2,3,4,0,0.0,neutral or dissatisfied
18335,Male,disloyal Customer,59,Business travel,Business,2743,3,2,2,4,3,2,2,2,3,5,4,2,2,2,0,4.0,neutral or dissatisfied
18336,Male,Loyal Customer,41,Personal Travel,Business,541,4,4,4,3,2,5,4,2,2,4,2,5,2,4,0,0.0,neutral or dissatisfied
18337,Female,Loyal Customer,37,Business travel,Eco,391,4,1,1,1,4,4,4,4,4,2,2,3,2,4,6,0.0,neutral or dissatisfied
18338,Female,disloyal Customer,45,Business travel,Eco,431,3,3,3,3,3,3,3,3,3,2,4,3,3,3,0,0.0,neutral or dissatisfied
18339,Female,Loyal Customer,50,Business travel,Business,2062,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
18340,Female,Loyal Customer,54,Business travel,Business,1488,3,3,3,3,4,5,4,5,5,5,5,3,5,5,11,18.0,satisfied
18341,Female,Loyal Customer,40,Business travel,Business,184,0,5,0,5,2,4,4,3,3,3,3,4,3,3,0,0.0,satisfied
18342,Female,Loyal Customer,47,Business travel,Business,1739,5,5,5,5,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
18343,Female,Loyal Customer,64,Personal Travel,Eco,733,1,4,1,1,3,5,1,2,2,1,2,2,2,2,0,7.0,neutral or dissatisfied
18344,Male,Loyal Customer,60,Business travel,Business,2887,2,5,5,5,3,4,3,2,2,2,2,1,2,3,19,19.0,neutral or dissatisfied
18345,Male,Loyal Customer,49,Business travel,Business,3796,4,4,4,4,4,4,4,5,5,5,5,4,5,3,0,3.0,satisfied
18346,Male,Loyal Customer,48,Business travel,Business,2187,4,4,4,4,3,5,5,4,4,4,4,5,4,3,41,92.0,satisfied
18347,Female,Loyal Customer,36,Business travel,Business,196,2,2,2,2,5,3,4,5,5,5,5,5,5,4,54,36.0,satisfied
18348,Male,Loyal Customer,50,Business travel,Eco,1217,4,3,3,3,4,4,4,4,3,3,4,4,4,4,25,15.0,neutral or dissatisfied
18349,Female,disloyal Customer,38,Business travel,Eco,248,2,1,2,4,2,2,2,2,3,4,3,3,4,2,26,21.0,neutral or dissatisfied
18350,Female,Loyal Customer,46,Business travel,Eco,1431,2,4,4,4,1,4,3,2,2,2,2,1,2,3,3,0.0,neutral or dissatisfied
18351,Female,disloyal Customer,33,Business travel,Business,417,2,3,3,5,3,3,3,3,3,4,4,5,5,3,0,0.0,neutral or dissatisfied
18352,Female,Loyal Customer,47,Business travel,Business,3251,4,4,4,4,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
18353,Male,Loyal Customer,28,Business travel,Business,3046,1,1,1,1,4,4,4,4,5,2,5,4,4,4,0,0.0,satisfied
18354,Female,Loyal Customer,34,Personal Travel,Business,569,1,5,1,3,2,4,5,3,3,1,3,3,3,4,0,0.0,neutral or dissatisfied
18355,Female,Loyal Customer,28,Personal Travel,Eco,297,4,5,4,1,5,4,5,5,4,5,4,3,5,5,0,16.0,neutral or dissatisfied
18356,Male,disloyal Customer,22,Business travel,Business,746,3,2,3,3,3,3,3,3,1,4,4,2,4,3,0,14.0,neutral or dissatisfied
18357,Male,Loyal Customer,55,Business travel,Business,1744,2,2,4,2,5,4,4,4,4,4,4,4,4,5,0,11.0,satisfied
18358,Female,Loyal Customer,36,Business travel,Business,2555,4,4,4,4,4,4,5,5,5,5,5,3,5,4,0,0.0,satisfied
18359,Male,Loyal Customer,70,Personal Travel,Eco,413,2,4,2,5,2,2,3,2,5,2,4,5,5,2,1,0.0,neutral or dissatisfied
18360,Female,Loyal Customer,43,Business travel,Business,3642,2,2,2,2,3,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
18361,Female,Loyal Customer,76,Business travel,Business,3965,1,5,5,5,5,4,4,1,1,2,1,1,1,1,16,12.0,neutral or dissatisfied
18362,Male,Loyal Customer,56,Business travel,Business,270,4,4,4,4,5,4,5,5,5,5,5,3,5,5,0,1.0,satisfied
18363,Female,Loyal Customer,68,Personal Travel,Eco,475,2,4,2,3,2,3,2,1,1,2,1,3,1,5,117,110.0,neutral or dissatisfied
18364,Male,Loyal Customer,43,Business travel,Business,474,5,5,5,5,5,4,4,4,4,4,4,4,4,2,0,0.0,satisfied
18365,Male,Loyal Customer,39,Personal Travel,Eco,335,1,4,1,3,2,1,3,2,3,5,5,5,5,2,0,0.0,neutral or dissatisfied
18366,Female,Loyal Customer,34,Personal Travel,Eco,438,1,4,1,1,3,1,3,3,5,2,5,2,5,3,0,0.0,neutral or dissatisfied
18367,Male,Loyal Customer,50,Business travel,Business,2160,1,1,1,1,3,5,4,4,4,4,4,3,4,4,0,0.0,satisfied
18368,Female,Loyal Customer,48,Personal Travel,Eco,692,4,4,4,3,3,5,4,4,4,4,4,4,4,3,0,0.0,satisfied
18369,Female,Loyal Customer,22,Personal Travel,Eco,447,0,5,0,1,1,0,3,1,3,2,5,4,5,1,0,0.0,satisfied
18370,Female,Loyal Customer,25,Personal Travel,Eco,1075,1,2,1,3,4,1,4,4,4,3,3,4,3,4,0,0.0,neutral or dissatisfied
18371,Female,disloyal Customer,25,Business travel,Eco,1504,1,1,1,5,5,1,5,5,2,5,5,5,5,5,0,0.0,neutral or dissatisfied
18372,Male,disloyal Customer,30,Business travel,Eco,162,3,0,3,4,3,3,3,3,3,2,1,4,5,3,0,0.0,neutral or dissatisfied
18373,Male,Loyal Customer,61,Personal Travel,Eco Plus,550,5,5,5,4,1,5,1,1,1,3,5,2,5,1,0,0.0,satisfied
18374,Male,disloyal Customer,24,Business travel,Eco,273,4,4,4,4,2,4,4,2,4,3,4,5,5,2,72,116.0,satisfied
18375,Female,Loyal Customer,42,Business travel,Business,1924,2,2,2,2,5,5,4,4,4,4,4,5,4,4,13,7.0,satisfied
18376,Male,Loyal Customer,64,Personal Travel,Eco,205,2,5,0,3,3,0,3,3,2,4,4,1,4,3,94,95.0,neutral or dissatisfied
18377,Female,disloyal Customer,26,Business travel,Eco Plus,407,4,1,4,3,1,4,1,1,1,5,2,2,3,1,40,33.0,neutral or dissatisfied
18378,Female,Loyal Customer,23,Business travel,Business,2039,3,2,2,2,3,3,3,3,2,2,2,4,4,3,2,0.0,neutral or dissatisfied
18379,Female,Loyal Customer,25,Personal Travel,Eco,403,0,5,0,1,3,0,3,3,5,2,4,5,4,3,7,5.0,satisfied
18380,Female,Loyal Customer,49,Business travel,Business,1979,1,1,1,1,3,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
18381,Male,Loyal Customer,23,Business travel,Business,1597,3,4,4,4,2,3,3,3,5,1,2,3,1,3,146,102.0,neutral or dissatisfied
18382,Male,Loyal Customer,49,Business travel,Eco,409,1,1,4,1,1,1,1,1,1,3,3,1,2,1,0,0.0,neutral or dissatisfied
18383,Male,Loyal Customer,29,Business travel,Business,3801,2,2,3,2,4,4,4,4,2,3,5,4,2,4,0,0.0,satisfied
18384,Female,Loyal Customer,17,Business travel,Business,2728,1,1,1,1,5,5,5,5,3,4,5,5,5,5,0,0.0,satisfied
18385,Female,Loyal Customer,14,Personal Travel,Eco,2288,4,3,4,3,1,4,1,1,1,2,3,4,2,1,23,0.0,neutral or dissatisfied
18386,Female,Loyal Customer,14,Personal Travel,Eco,1047,3,5,3,4,2,3,2,2,4,4,4,4,4,2,40,28.0,neutral or dissatisfied
18387,Male,disloyal Customer,10,Business travel,Business,837,4,0,4,2,4,4,4,4,3,2,5,4,5,4,3,2.0,satisfied
18388,Male,Loyal Customer,44,Business travel,Business,1889,1,1,1,1,2,4,5,4,4,4,4,4,4,3,98,91.0,satisfied
18389,Female,Loyal Customer,10,Personal Travel,Eco,2486,1,1,1,3,4,1,4,4,3,5,2,3,3,4,1,0.0,neutral or dissatisfied
18390,Female,Loyal Customer,39,Business travel,Business,2204,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
18391,Male,Loyal Customer,40,Personal Travel,Eco,925,2,4,2,3,2,2,2,2,5,5,4,3,5,2,16,0.0,neutral or dissatisfied
18392,Male,Loyal Customer,8,Personal Travel,Eco,802,2,3,3,3,5,3,1,5,1,2,5,4,3,5,0,0.0,neutral or dissatisfied
18393,Male,Loyal Customer,30,Business travel,Business,1823,2,2,2,2,5,5,5,5,3,3,4,5,5,5,0,0.0,satisfied
18394,Female,Loyal Customer,33,Business travel,Business,391,2,2,2,2,2,2,2,2,2,2,2,1,2,2,29,26.0,neutral or dissatisfied
18395,Female,Loyal Customer,62,Business travel,Business,346,4,2,2,2,5,4,3,4,4,3,4,3,4,4,1,12.0,neutral or dissatisfied
18396,Female,Loyal Customer,53,Business travel,Eco,671,1,5,5,5,4,4,3,1,1,1,1,3,1,2,0,4.0,neutral or dissatisfied
18397,Male,Loyal Customer,32,Personal Travel,Eco,779,1,3,1,5,1,3,5,4,2,2,3,5,4,5,138,150.0,neutral or dissatisfied
18398,Female,Loyal Customer,47,Personal Travel,Eco,302,3,4,3,2,4,4,5,3,3,3,3,4,3,4,0,0.0,neutral or dissatisfied
18399,Male,Loyal Customer,36,Business travel,Business,599,3,3,3,3,5,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
18400,Female,Loyal Customer,36,Personal Travel,Eco,125,2,4,2,2,1,2,1,1,2,1,3,5,4,1,0,0.0,neutral or dissatisfied
18401,Female,Loyal Customer,40,Business travel,Business,967,1,1,1,1,3,5,4,5,5,5,5,4,5,5,0,0.0,satisfied
18402,Female,disloyal Customer,21,Business travel,Business,232,0,3,0,5,4,0,4,4,4,3,2,5,3,4,0,0.0,satisfied
18403,Male,Loyal Customer,43,Business travel,Eco,158,2,2,5,2,2,2,2,2,4,3,2,2,2,2,112,109.0,neutral or dissatisfied
18404,Female,Loyal Customer,36,Business travel,Business,3214,3,3,3,3,4,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
18405,Female,Loyal Customer,24,Personal Travel,Eco,272,2,4,2,4,5,2,5,5,4,3,3,1,4,5,0,5.0,neutral or dissatisfied
18406,Male,Loyal Customer,29,Business travel,Eco Plus,508,5,3,3,3,5,5,5,5,2,4,3,1,2,5,0,0.0,satisfied
18407,Female,Loyal Customer,49,Business travel,Business,632,1,1,4,1,4,5,5,4,4,4,4,4,4,5,11,20.0,satisfied
18408,Male,Loyal Customer,52,Personal Travel,Eco,337,1,5,1,1,2,1,2,2,2,3,5,3,3,2,0,0.0,neutral or dissatisfied
18409,Male,Loyal Customer,55,Business travel,Business,2335,1,1,1,1,3,5,4,5,5,5,5,4,5,4,2,3.0,satisfied
18410,Female,Loyal Customer,52,Business travel,Business,2258,4,4,4,4,5,4,4,4,4,4,4,4,4,4,0,0.0,satisfied
18411,Male,Loyal Customer,45,Personal Travel,Eco,1009,2,2,2,3,5,2,5,5,1,2,4,2,3,5,0,0.0,neutral or dissatisfied
18412,Male,Loyal Customer,61,Personal Travel,Eco,241,3,5,3,3,5,3,5,5,5,5,5,3,4,5,39,29.0,neutral or dissatisfied
18413,Male,disloyal Customer,29,Business travel,Eco,922,2,2,2,4,1,2,1,1,1,5,3,3,3,1,0,0.0,neutral or dissatisfied
18414,Female,Loyal Customer,55,Business travel,Eco,697,2,4,3,3,5,3,4,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
18415,Male,disloyal Customer,22,Business travel,Eco,175,4,1,5,2,5,5,5,5,4,4,3,2,3,5,0,0.0,neutral or dissatisfied
